Internal gene ID,Vectorbase Identifier,OrthoDB category,OrthoDB D. mel ,Display name,Gene family,Gene subfamily,Name evidence
gene1379,AAEL012796,EOG8GMXNH,PK1-R,Pyrokinin-1 receptor,neuropeptide receptor,neuropeptide receptor,"Caers, 2012/orthoDB"
gene3477,AAEL003747,EOG88KV2S-EOG88KV2S,PK2-R1-PK2-R2,Pyrokinin-2 receptor,neuropeptide receptor,neuropeptide receptor,"Caers, 2012/orthoDB"
gene3992,AAEL017005,EOG8GJ2F8,RYa-R,RYamide receptor/NPYLR4,neuropeptide receptor,neuropeptide receptor,orthoDB/Liesch
gene4099,AAEL008296,EOG8GJ2F8,RYa-R,RYamide receptor/NPYLR7a,neuropeptide receptor,neuropeptide receptor,"Caers, 2012/orthoDB/Liesch"
gene8679,AAEL015418,NA,NA,RYamide/NPYLR6,neuropeptide receptor,neuropeptide receptor,"Caers, 2012/Liesch"
gene2155,AAEL007405,EOG8XPT70,SPR,sex peptide receptor,neuropeptide receptor,neuropeptide receptor,orthoDB
gene4957,AAEL010313,EOG8XPT70,SPR,sex peptide receptor,neuropeptide receptor,neuropeptide receptor,orthoDB
gene11202,AAEL007924,EOG8S4S71,sNPF-R,short neuropeptide F (sNPF) receptor,neuropeptide receptor,neuropeptide receptor,orthoDB
gene979,AAEL009698,EOG815K52,SIFaR,SIFamide receptor,neuropeptide receptor,neuropeptide receptor,"Caers, 2012/orthoDB"
gene15283,AAEL013505,EOG8S4S71,sNPF-R,sNPF receptor,neuropeptide receptor,neuropeptide receptor,"Caers, 2012/orthoDB"
gene10564,AAEL017544,EOG8Z65F5,TkR86C,Tachykinin-like receptor (TkR86C),neuropeptide receptor,neuropeptide receptor,orthoDB
gene13092,AAEL017414,EOG8Z65F5,TkR86C,Tachykinin-like receptor (TkR86C),neuropeptide receptor,neuropeptide receptor,orthoDB
gene7767,AAEL017341,NA,NA,Tachykinin-like receptor (TkR86C),neuropeptide receptor,neuropeptide receptor,BlastX
gene2763,AAEL006947,EOG85MQX7,TkR99D,Tachykinin-like receptor (TkR99D),neuropeptide receptor,neuropeptide receptor,"Caers, 2012/orthoDB"
gene4925,AAEL006077,NA,NA,Allatostatin-A receptor,neuropeptide.receptor,,"Vogel, 2013/BlastX"
gene14602,AAEL005310,NA,NA,Allatotropin receptor,neuropeptide.receptor,,"Vogel, 2013"
gene7859,AAEL016997,NA,NA,CCHamide-2 receptor,neuropeptide.receptor,,"Vogel, 2013"
gene9179,AAEL018189,NA,NA,CCK/Sulfakinin receptor,neuropeptide.receptor,,"BLASTX/Caers, 2012"
gene273,AAEL008652,EOG8HHRTF,CCAP-R,Crustacean cardioactive peptide (CCAP) receptor,neuropeptide.receptor,,"orthoDB/Caers, 2012"
gene7813,AAEL000266,EOG88KV3D,DopEcR,Dopamine/ecdysosteroid hormone,neuropeptide.receptor,,"orthoDB/Vogel, 2013"
gene2290,AAEL005804,EOG869TM0,ETHR,Ecdysone triggering hormone (ETH) receptor,neuropeptide.receptor,,"orthoDB/Vogel, 2013"
gene2300,AAEL005803,NA,NA,Ecdysone triggering hormone (ETH) receptor,neuropeptide.receptor,,"Vogel, 2013/BlastX"
gene4376,AAEL002404,EOG8X9B7J,tor,PTTH receptor (torso),neuropeptide.receptor,,"Vogel, 2013/orthoDB"
gene265,AAEL005994,NA,NA,SIFamide receptor ,neuropeptide.receptor,,"Vogel, 2013/BlastX"
gene10683,AAEL004732,EOG8JQ6P9,TrissinR,Trissin receptor,neuropeptide.receptor,,"orthoDB/Vogel, 2013"
gene3363,AAEL003958,EOG8FBMJT,CG12344,CG12344,Neurotransmitter receptor,,
gene3039,AAEL006454,EOG8ZKND2,lush,AaegObp1,OBP,OBP,Obp paper
gene4244,AAEL007603,NA,NA,AaegObp10,OBP,OBP,Obp paper
gene6835,AAEL002587,NA,NA,AaegObp11,OBP,OBP,Obp paper
gene6831,AAEL002617,NA,NA,AaegObp12,OBP,OBP,Obp paper
gene6825,AAEL002591,NA,NA,AaegObp13,OBP,OBP,Obp paper
gene6830,AAEL002605,NA,NA,AaegObp14,OBP,OBP,Obp paper
gene6837,AAEL002598,NA,NA,AaegObp15,OBP,OBP,Obp paper
gene13698,AAEL003315,NA,NA,AaegObp16,OBP,OBP,Obp paper
gene8556,AAEL004339,NA,NA,AaegObp17,OBP,OBP,Obp paper
gene8567,AAEL004342,NA,NA,AaegObp18,OBP,OBP,Obp paper
gene8553,AAEL004343,NA,NA,AaegObp19,OBP,OBP,Obp paper
gene8154,AAEL000071,EOG8RBTBJ,Obp19a,AaegObp2,OBP,OBP,Obp paper
gene14508,AAEL005778,EOG8GF66W,Obp84a,AaegObp20,OBP,OBP,Obp paper
gene14501,AAEL005770,EOG8GF66Z,Obp83g,AaegObp21,OBP,OBP,Obp paper
gene14492,AAEL005772,EOG87Q0ZS,Obp44a,AaegObp22,OBP,OBP,Obp paper
gene13055,AAEL006109,NA,NA,AaegObp23,OBP,OBP,Obp paper
gene13058,AAEL006108,NA,NA,AaegObp24,OBP,OBP,Obp paper
gene15865,AAEL006103,NA,NA,AaegObp25,OBP,OBP,Obp paper
gene13049,AAEL006106,NA,NA,AaegObp26,OBP,OBP,Obp paper
gene15710,AAEL006176,NA,NA,AaegObp27,OBP,OBP,Obp paper
gene15737,AAEL006393,NA,NA,AaegObp28,OBP,OBP,Obp paper
gene15738,AAEL006393,NA,NA,AaegObp29,OBP,OBP,Obp paper
gene8092,AAEL000051,EOG8RBTBJ,Obp19a,AaegObp3,OBP,OBP,Obp paper
gene15739,AAEL006387,NA,NA,AaegObp30,OBP,OBP,Obp paper
gene8439,AAEL006396,NA,NA,AaegObp31,OBP,OBP,Obp paper
gene8434,AAEL006398,NA,NA,AaegObp32,OBP,OBP,Obp paper
gene8445,AAEL006385,NA,NA,AaegObp33,OBP,OBP,Obp paper
gene13018,AAEL014082,EOG8ZKND2,lush,AaegObp34,OBP,OBP,Obp paper
gene6840,AAEL002606,NA,NA,AaegObp35,OBP,OBP,Obp paper
gene11600,AAEL008011,NA,NA,AaegObp36,OBP,OBP,Obp paper
gene11603,AAEL008009,NA,NA,AaegObp37,OBP,OBP,Obp paper
gene11602,AAEL008013,EOG8K3PP3-EOG8K3PP3,Obp83b-Obp83a,AaegObp38,OBP,OBP,Obp paper
gene5261,AAEL009449,EOG8K3PP3-EOG8K3PP3,Obp83b-Obp83a,AaegObp39,OBP,OBP,Obp paper
gene8132,AAEL000073,EOG8RBTBJ,Obp19a,AaegObp4,OBP,OBP,Obp paper
gene2365,AAEL009597,NA,NA,AaegObp40,OBP,OBP,Obp paper
gene2364,AAEL009599,NA,NA,AaegObp41,OBP,OBP,Obp paper
gene939,AAEL010662AAEL010666,NA,NA,"AaegObp43, AaegObp42",OBP,OBP,Obp paper
gene13822,AAEL010718,NA,NA,AaegObp44,OBP,OBP,Obp paper
gene13821,AAEL010714,NA,NA,AaegObp45,OBP,OBP,Obp paper
gene8539,AAEL010872,NA,NA,AaegObp46,OBP,OBP,Obp paper
gene12825,AAEL011499,NA,NA,AaegObp47,OBP,OBP,Obp paper
gene12816,AAEL011494,NA,NA,AaegObp48,OBP,OBP,Obp paper
gene12815,AAEL011484,EOG8962JB-EOG8962JB,Obp50c-Obp50d,AaegObp49,OBP,OBP,Obp paper
gene2904,AAEL000139,NA,NA,AaegObp5,OBP,OBP,Obp paper
gene12831,AAEL011490,NA,NA,AaegObp50,OBP,OBP,Obp paper
gene12832,AAEL011487,NA,NA,AaegObp51,OBP,OBP,Obp paper
gene12817,AAEL011491,EOG8N33FC-EOG8N33FC-EOG8N33FC,Obp58c-Obp58b-Obp47b,AaegObp52,OBP,OBP,Obp paper
gene12828,AAEL011482,NA,NA,AaegObp53,OBP,OBP,Obp paper
gene12819,AAEL011481,EOG8962JB-EOG8962JB,Obp50c-Obp50d,AaegObp54,OBP,OBP,Obp paper
gene8421,AAEL012377,EOG8RBTBJ,Obp19a,AaegObp55,OBP,OBP,Obp paper
gene10289,AAEL013018,EOG8K3PP3-EOG8K3PP3,Obp83a-Obp83b,AaegObp56,OBP,OBP,Obp paper
gene8100,AAEL000035,EOG8F20VX-EOG8F20VX,Obp28a-Obp19d,AaegObp57,OBP,OBP,Obp paper
gene1681,AAEL014430,EOG8NP9WN,Obp8a,AaegObp58,OBP,OBP,Obp paper
gene6169,AAEL015313,EOG8GF66W,Obp84a,AaegObp59,OBP,OBP,Obp paper
gene13994,AAEL000821,NA,NA,AaegObp6,OBP,OBP,Obp paper
gene11116,AAEL015499,NA,NA,AaegObp60,OBP,OBP,Obp paper
gene9285,AAEL015554,NA,NA,AaegObp61,OBP,OBP,Obp paper
gene7483,AAEL015566AAEL015567,NA,NA,"AaegObp62, AaegObp63",OBP,OBP,Obp paper
gene15762,AAEL018102,NA,NA,AaegObp64,OBP,OBP,Obp paper
gene6824,AAEL002618,NA,NA,AaegObp65,OBP,OBP,Obp paper
gene6849,AAEL002626,NA,NA,AaegObp66,OBP,OBP,Obp paper
gene13961,AAEL000833,NA,NA,AaegObp7,OBP,OBP,Obp paper
gene12339,AAEL001826,NA,NA,AaegObp8,OBP,OBP,Obp paper
gene6846,AAEL002596,NA,NA,AaegObp9,OBP,OBP,Obp paper
gene2898,AAEL016990,NA,NA,OAMB,Octopamine_tyramine receptor,Octopamine/tyramine receptor,BlastX
gene4547,AAEL014224,EOG8W3WD1,Oamb,OAMB,Octopamine_tyramine receptor,Octopamine/tyramine receptor,orthoDB
gene12543,AAEL006844,EOG85QM4T,Oct-TyrR,Oct-TyrR,Octopamine_tyramine receptor,Octopamine/tyramine receptor,orthoDB
gene15807,RU270,NA,NA,octR,Octopamine_tyramine receptor,Octopamine/tyramine receptor,BlastX
gene3684,AAEL005945,EOG82VC74-EOG82VC74,Octbeta1R-Octbeta2R,Oct_1R/2R,Octopamine_tyramine receptor,Octopamine/tyramine receptor,orthoDB
gene3671,AAEL005952,EOG8JT2Z0,Octbeta3R,Oct_3R,Octopamine_tyramine receptor,Octopamine/tyramine receptor,orthoDB
gene5326,AAEL004396,EOG8RZ1QZ-EOG8RZ1QZ,TyrR-TyrRII,TyrR/TyrRII,Octopamine_tyramine receptor,Octopamine/tyramine receptor,orthoDB
gene5334,AAEL004398,EOG8RZ1QZ-EOG8RZ1QZ,TyrR-TyrRII,TyrR/TyrRII,Octopamine_tyramine receptor,Octopamine/tyramine receptor,orthoDB
gene10775,AAEL016970,NA,NA,AaegOr1,OR,OR,Or paper
gene8965,AAEL006003,NA,NA,AaegOr10,OR,OR,Or paper
gene14669,AAEL011409,NA,NA,AaegOr100,OR,OR,Or paper
gene3152,AAEL017050,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr101,OR,OR,Or paper
gene1506,AAEL017143,NA,NA,AaegOr102,OR,OR,Or paper
gene8278,AAEL017505,NA,NA,AaegOr103,OR,OR,Or paper
gene2979,AAEL016966,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr104,OR,OR,Or paper
gene2976,AAEL017014,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr105,OR,OR,Or paper
gene15842,AAEL017105,NA,NA,AaegOr106,OR,OR,Or paper
gene11069,AAEL017316,EOG8FN79V-EOG8FN79V,CG42535-CG42536,AaegOr107,OR,OR,Or paper
gene15841,AAEL018070,NA,NA,AaegOr108,OR,OR,Or paper
gene5566,AAEL017028,NA,NA,AaegOr109,OR,OR,Or paper
gene4859,AAEL011583,EOG8258JR,Or56a,AaegOr11,OR,OR,Or paper
gene7514,AAEL016983,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr110,OR,OR,Or paper
gene16001,AAEL017178,NA,NA,AaegOr111,OR,OR,Or paper
gene16002,AAEL018095,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr112,OR,OR,Or paper
gene13692,AAEL017123,NA,NA,AaegOr113,OR,OR,Or paper
gene14815,AAEL017219,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr114,OR,OR,Or paper
gene14816,AAEL017361,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr115,OR,OR,Or paper
gene15909,AAEL018086,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr116,OR,OR,Or paper
gene15193,AAEL017377,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr117,OR,OR,Or paper
gene15881,AAEL018107,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr118,OR,OR,Or paper
gene14981,AAEL017009,NA,NA,AaegOr119,OR,OR,Or paper
gene9269,AAEL009982,EOG8258JR,Or56a,AaegOr12,OR,OR,Or paper
gene15948,AAEL018087,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr120,OR,OR,Or paper
gene9608,AAEL017104,NA,NA,AaegOr121,OR,OR,Or paper
gene9609,AAEL013563,NA,NA,AaegOr122,OR,OR,Or paper
gene5735,AAEL017537,NA,NA,AaegOr123,OR,OR,Or paper
gene10511,AAEL001617,NA,NA,AaegOr124,OR,OR,Or paper
gene2322,AAEL013893,NA,NA,AaegOr125,OR,OR,Or paper
gene13310,AAEL017370,NA,NA,AaegOr126,OR,OR,Or paper
gene2980,AAEL017271,NA,NA,AaegOr127,OR,OR,Or paper
gene6640,AAEL005680,NA,NA,AaegOr128,OR,OR,Or paper
gene15825,RU285,NA,NA,AaegOr129,OR,OR,Or paper
gene4014,AAEL008368,EOG8HB1BG-EOG8HB1BG,Or19a-Or19b,AaegOr13,OR,OR,Or paper
gene15190,AAEL017285,EOG8FN79V-EOG8FN79V,CG42536-CG42535,AaegOr130,OR,OR,Or paper
gene15782,RU261,NA,NA,AaegOr131,OR,OR,Or paper
gene12411,AAEL008442,NA,NA,AaegOr14,OR,OR,Or paper
gene12416,AAEL008448,NA,NA,AaegOr15,OR,OR,Or paper
gene8515,AAEL007110,NA,NA,AaegOr16,OR,OR,Or paper
gene1055,AAEL010702,NA,NA,AaegOr17,OR,OR,Or paper
gene15840,AAEL017510,NA,NA,AaegOr18,OR,OR,Or paper
gene8519,AAEL017017,NA,NA,AaegOr19,OR,OR,Or paper
gene8964,AAEL005999,NA,NA,AaegOr2,OR,OR,Or paper
gene14620,AAEL004966,NA,NA,AaegOr20,OR,OR,Or paper
gene14636,AAEL017398,NA,NA,AaegOr21,OR,OR,Or paper
gene15816,AAEL002479,NA,NA,AaegOr22,OR,OR,Or paper
gene12976,AAEL001510,NA,NA,AaegOr23,OR,OR,Or paper
gene14626,AAEL017557,NA,NA,AaegOr24,OR,OR,Or paper
gene9627,AAEL003629,NA,NA,AaegOr25,OR,OR,Or paper
gene3233,AAEL010428,NA,NA,AaegOr26,OR,OR,Or paper
gene3256,AAEL010418,NA,NA,AaegOr27,OR,OR,Or paper
gene3113,AAEL000391,EOG8SN4DN-EOG8SN4DN-EOG8SN4DN-EOG8SN4DN-EOG8SN4DN-EOG8SN4DN,Or85c-Or85b-Or92a-Or85d-Or67a-Or67c,AaegOr28,OR,OR,Or paper
gene15756,AAEL017138,NA,NA,AaegOr3,OR,OR,Or paper
gene3236,AAEL010409,NA,NA,AaegOr30,OR,OR,Or paper
gene5692,AAEL013217,NA,NA,AaegOr31,OR,OR,Or paper
gene8583,AAEL017362,EOG8VDSQD,Or65c,AaegOr33,OR,OR,Or paper
gene11294,AAEL003395,NA,NA,AaegOr34,OR,OR,Or paper
gene10774,AAEL015310,NA,NA,AaegOr35,OR,OR,Or paper
gene10648,AAEL016981,NA,NA,AaegOr36,OR,OR,Or paper
gene11313,AAEL003369,NA,NA,AaegOr37,OR,OR,Or paper
gene15967,AAEL005489,EOG89368S-EOG89368S-EOG89368S-EOG89368S,NA-Or24a-Or22c-Or45b,AaegOr38,OR,OR,Or paper
gene10111,AAEL006345,EOG89368S-EOG89368S-EOG89368S-EOG89368S,Or22c-Or24a-Or45b-NA,AaegOr39,OR,OR,Or paper
gene7459,AAEL015147,EOG8GQSWV,Or13a,AaegOr4,OR,OR,Or paper
gene14502,AAEL005767,EOG8HMN26-EOG8HMN26,Or83a-Or85e,AaegOr40,OR,OR,Or paper
gene14944,AAEL003045,NA,NA,AaegOr41,OR,OR,Or paper
gene1360,AAEL000616,NA,NA,AaegOr42,OR,OR,Or paper
gene3038,AAEL017294,EOG8RZ1R5-EOG8RZ1R5,Or83c-Or67d,AaegOr43,OR,OR,Or paper
gene15824,AAEL006465,NA,NA,AaegOr44,OR,OR,Or paper
gene1361,AAEL000613,EOG8RZ1R5-EOG8RZ1R5,Or83c-Or67d,AaegOr45,OR,OR,Or paper
gene2207,AAEL017174,NA,NA,AaegOr46,OR,OR,Or paper
gene3248,AAEL017079,NA,NA,AaegOr47,OR,OR,Or paper
gene8476,AAEL011895,NA,NA,AaegOr48,OR,OR,Or paper
gene2867,AAEL001303,NA,NA,AaegOr49,OR,OR,Or paper
gene9065,AAEL011843,EOG8GQSWV,Or13a,AaegOr5,OR,OR,Or paper
gene3257,AAEL010426,NA,NA,AaegOr50,OR,OR,Or paper
gene15845,AAEL018080,NA,NA,AaegOr51,OR,OR,Or paper
gene4613,AAEL013507,NA,NA,AaegOr52,OR,OR,Or paper
gene15844,AAEL018079,NA,NA,AaegOr53,OR,OR,Or paper
gene16174,AAEL015286,NA,NA,AaegOr54,OR,OR,Or paper
gene3240,AAEL010415,NA,NA,AaegOr55,OR,OR,Or paper
gene3258,AAEL017534,NA,NA,AaegOr56,OR,OR,Or paper
gene15843,AAEL010410,NA,NA,AaegOr57,OR,OR,Or paper
gene2482,AAEL006202,NA,NA,AaegOr58,OR,OR,Or paper
gene3745,AAEL001342,NA,NA,AaegOr59,OR,OR,Or paper
gene7502,AAEL017548,NA,NA,AaegOr6,OR,OR,Or paper
gene9984,AAEL017041,NA,NA,AaegOr60,OR,OR,Or paper
gene9969,AAEL017277,NA,NA,AaegOr61,OR,OR,Or paper
gene15290,AAEL011796,NA,NA,AaegOr62,OR,OR,Or paper
gene1353,AAEL000628,EOG8RZ1R5-EOG8RZ1R5,Or83c-Or67d,AaegOr63,OR,OR,Or paper
gene15879,AAEL000614,EOG8RZ1R5-EOG8RZ1R5,Or83c-Or67d,AaegOr64,OR,OR,Or paper
gene195,AAEL015506,EOG8RZ1R5-EOG8RZ1R5,Or83c-Or67d,AaegOr65,OR,OR,Or paper
gene9635,AAEL017227,NA,NA,AaegOr66,OR,OR,Or paper
gene5517,AAEL017260,EOG8RZ1R5-EOG8RZ1R5,Or67d-Or83c,AaegOr67,OR,OR,Or paper
gene15721,AAEL018076,NA,NA,AaegOr68,OR,OR,Or paper
gene12238,AAEL001221,NA,NA,AaegOr69,OR,OR,Or paper
gene14494,AAEL005776,EOG8WDH3H,Orco,AaegOr7,OR,OR,Or paper
gene7651,AAEL001224,NA,NA,AaegOr70,OR,OR,Or paper
gene15806,AAEL017564,NA,NA,AaegOr71,OR,OR,Or paper
gene14667,AAEL017129,NA,NA,AaegOr72,OR,OR,Or paper
gene15724,AAEL006192,NA,NA,AaegOr73,OR,OR,Or paper
gene2478,AAEL006195,NA,NA,AaegOr74,OR,OR,Or paper
gene11110,AAEL013419,NA,NA,AaegOr75,OR,OR,Or paper
gene11109,AAEL013418,NA,NA,AaegOr76,OR,OR,Or paper
gene11111,AAEL013422,NA,NA,AaegOr77,OR,OR,Or paper
gene11112,AAEL013423,NA,NA,AaegOr78,OR,OR,Or paper
gene11108,AAEL013420,NA,NA,AaegOr79,OR,OR,Or paper
gene13937,AAEL012254,EOG8SN4DN-EOG8SN4DN-EOG8SN4DN-EOG8SN4DN-EOG8SN4DN-EOG8SN4DN,Or85c-Or67a-Or92a-Or85d-Or85b-Or67c,AaegOr8,OR,OR,Or paper
gene5545,AAEL017221,NA,NA,AaegOr80,OR,OR,Or paper
gene5536,AAEL017305,NA,NA,AaegOr81,OR,OR,Or paper
gene15754,RU245,NA,NA,AaegOr82,OR,OR,Or paper
gene15752,RU243,NA,NA,AaegOr83,OR,OR,Or paper
gene5532,AAEL017043,NA,NA,AaegOr84,OR,OR,Or paper
gene5531,AAEL004218,NA,NA,AaegOr85,OR,OR,Or paper
gene9818,AAEL017246,NA,NA,AaegOr86,OR,OR,Or paper
gene12615,AAEL017347,NA,NA,AaegOr87,OR,OR,Or paper
gene13247,AAEL014197,NA,NA,AaegOr88,OR,OR,Or paper
gene13573,AAEL017125,NA,NA,AaegOr89,OR,OR,Or paper
gene8977,AAEL006005,NA,NA,AaegOr9,OR,OR,Or paper
gene13580,AAEL017037,NA,NA,AaegOr90,OR,OR,Or paper
gene7650,AAEL017149,NA,NA,AaegOr91,OR,OR,Or paper
gene7645,AAEL017065,NA,NA,AaegOr92,OR,OR,Or paper
gene7642,AAEL017296,NA,NA,AaegOr93,OR,OR,Or paper
gene6059,AAEL017201,NA,NA,AaegOr94,OR,OR,Or paper
gene3548,AAEL017495,NA,NA,AaegOr95,OR,OR,Or paper
gene3211,AAEL017427,NA,NA,AaegOr96,OR,OR,Or paper
gene15637,AAEL017000,NA,NA,AaegOr97,OR,OR,Or paper
gene2940,AAEL017463,NA,NA,AaegOr98,OR,OR,Or paper
gene4361,AAEL017236,NA,NA,AaegOr99,OR,OR,Or paper
gene11000,AAEL013219,EOG8Q5CF3,ppk10,ppk10,PPK,PPK,orthoDB
gene1183,AAEL010534,EOG8Q5CF3,ppk10,ppk10,PPK,PPK,orthoDB
gene10535,AAEL006613,EOG86X214,ppk13,ppk13,PPK,PPK,orthoDB
gene13236,AAEL006258,NA,NA,ppk15,PPK,PPK,BlastX
gene9054,AAEL010779,EOG805VRT,ppk16,ppk16,PPK,PPK,orthoDB
gene9202,AAEL003714,NA,NA,ppk16,PPK,PPK,BlastX
gene6186,AAEL005729,EOG8HDWK9,ppk17,ppk17,PPK,PPK,orthoDB
gene13798,AAEL014009,EOG88D3KW,ppk23,ppk23,PPK,PPK,orthoDB
gene13799,AAEL014010,EOG88D3KW,ppk23,ppk23,PPK,PPK,orthoDB
gene15576,AAEL002575,EOG8ZCWW2-EOG8ZCWW2,ppk24-ppk22,ppk24/ppk22,PPK,PPK,orthoDB
gene7184,AAEL013647,EOG8SN4DM,ppk25,ppk25,PPK,PPK,orthoDB
gene10988,AAEL010995,NA,NA,ppk26,PPK,,BlastX
gene10989,AAEL011005,NA,NA,ppk26,PPK,,BlastX
gene10990,AAEL011002,NA,NA,ppk26,PPK,,BlastX
gene11417,AAEL013573,NA,NA,ppk26,PPK,,BlastX
gene11522,AAEL012760,NA,NA,ppk26,PPK,,BlastX
gene14546,AAEL000552,NA,NA,ppk26,PPK,,BlastX
gene14549,AAEL000534,NA,NA,ppk26,PPK,,BlastX
gene14571,AAEL000547,NA,NA,ppk26,PPK,,BlastX
gene2343,AAEL004091,EOG8R26KF,ppk26,ppk26,PPK,,orthoDB
gene7416,AAEL000926,EOG8R26KF,ppk26,ppk26,PPK,,orthoDB
gene7417,AAEL000873,NA,NA,ppk26,PPK,,BlastX
gene7426,AAEL000917,NA,NA,ppk26,PPK,,BlastX
gene764,AAEL003410,NA,NA,ppk26,PPK,,BlastX
gene11803,AAEL014232,NA,NA,ppk26,PPK,,BlastX
gene11804,AAEL014228,NA,NA,ppk26,PPK,,BlastX
gene11805,AAEL014230,NA,NA,ppk26,PPK,,BlastX
gene11525,AAEL000582,EOG8J140K-EOG8J140K,ppk28-ppk12,ppk28/ppk12,PPK,PPK,orthoDB
gene7933,AAEL000443,EOG8RNF19,ppk3,ppk3,PPK,PPK,orthoDB
gene13416,AAEL002326,EOG8RNF19-EOG8RNF19,ppk3-ppk3,ppk3,PPK,,orthoDB
gene1378,AAEL012795,EOG8D55PM,ppk31,ppk31,PPK,PPK,orthoDB
gene9523,AAEL003470,EOG88SKJP,ppk6,ppk6,PPK,PPK,orthoDB
gene3871,AAEL008809,EOG8SFCXM,ppk9,ppk9,PPK,PPK,orthoDB
gene10987,AAEL011000,NA,NA,rpk,PPK,,BlastX
gene7423,AAEL000863,NA,NA,rpk,PPK,,BlastX
gene7720,AAEL008053,NA,NA,rpk,PPK,,BlastX
gene11802,AAEL014233,NA,NA,rpk,PPK,,BlastX
gene230,AAEL008360,EOG8THZJR-EOG8THZJR,5-HT1B-5-HT1A,5-HT1A/B,Serotonin receptor,Serotonin receptor,orthoDB
gene6134,AAEL017272,NA,NA,5-HT1B,Serotonin receptor,Serotonin receptor,BlastX
gene12945,AAEL017162,EOG8J9QQQ,5-HT2A,5-HT2A,Serotonin receptor,Serotonin receptor,orthoDB
gene196,AAEL015553,EOG876NQT,5-HT2B,5-HT2B,Serotonin receptor,Serotonin receptor,orthoDB
gene4061,AAEL002717,EOG876NQT,5-HT2B,5-HT2B,Serotonin receptor,Serotonin receptor,orthoDB
gene9340,AAEL017126,EOG876NQT,5-HT2B,5-HT2B,Serotonin receptor,Serontonin receptor,orthoDB
gene4716,AAEL016993,EOG82VC77,5-HT7,5-HT7,Serotonin receptor,Serotonin receptor,orthoDB
gene8295,AAEL009573,EOG82VC77,5-HT7,5-HT7,Serotonin receptor,Serotonin receptor,orthoDB
gene9063,AAEL011844,EOG82VC77,5-HT7,5-HT7,Serotonin receptor,Serotonin receptor,orthoDB
gene8946,AAEL009258,EOG8J9QQ4,iav,iav,TRP,TRP,orthoDB
gene9679,AAEL001123,EOG8NZXJM,nan,nan,TRP,TRP,orthoDB
gene2852,AAEL008338,EOG8N33D2,nompC,nompC,TRP,TRP,orthoDB
gene6292,AAEL011679,EOG8N33D2,nompC,nompC,TRP,TRP,orthoDB
gene12541,AAEL006835,EOG8897BP,pain,painless,TRP,TRP,orthoDB
gene7213,AAEL009529,EOG8897BP,pain,painless,TRP,TRP,orthoDB
gene7214,AAEL009536,NA,NA,painless,TRP,TRP,BlastX
gene1420,AAEL004179,EOG86DPT2,pyx,pyx,TRP,TRP,orthoDB
gene3996,AAEL005437,EOG8Q2H5S,trp,TRP,TRP,TRP,orthoDB
gene9597,AAEL009419,EOG8M94GN,TrpA1,TRPA1,TRP,TRP,orthoDB
gene3322,AAEL005014,EOG88WFS6,Trpgamma,TRPgamma,TRP,TRP,orthoDB
gene6271,AAEL005586,EOG8NZXJJ,trpl,TRPl,TRP,TRP,orthoDB
gene8293,AAEL018210,EOG8WWV8R,Trpm,TRPm,TRP,TRP,orthoDB
gene4143,AAEL001557,EOG8ZKNBN-EOG8ZKNBN,Trpml-CG42638,TRPml/CG42638,TRP,TRP,orthoDB
gene15875,RU318,NA,NA,wtrw,TRP,TRP,BlastX
gene6423,AAEL010471,EOG86Q9J0,ChAT,ChAT,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene12320,AAEL011088,EOG85HVPK,Dat,Dat,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene8352,AAEL010106,EOG841T32,DAT,Dat,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene2074,AAEL006412,EOG8PG8R8,ine,ine,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene10525,AAEL013238,EOG8ZW82C,prt,prt,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene3107,AAEL000384,EOG8ZW82C,prt,prt,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene6270,AAEL005581,EOG8D55PD,SerT,SerT,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene6436,AAEL010462,EOG8NS636,VAChT,VAChT,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene11855,AAEL000780,EOG8DBX58,VGAT,VGAT,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene12728,AAEL001867,EOG86DPT9,VGlut,VGlut,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
gene3892,AAEL008816,EOG84J58T,Vmat,Vmat,vesicular_reuptake transporter,vesicular/reuptake transporter,orthoDB
