internal.gene_id.x,vectorbase.RU,display.name,gene.family,gene.family.specific,flybase.fbpp,orthodb.group,flybase.fbgn,flybase.annot,flybase.gene
gene10179,AAEL004539,,,,NA,NA,NA,NA,NA
gene1018,AAEL006724,,,,FBpp0075704,EOG88PQB4,FBgn0036292,CG10646,CG10646
gene10180,AAEL004518,,,,FBpp0074400,EOG8T4GM1,FBgn0030926,CG6367,psh
gene10180,AAEL004518,,,,FBpp0111913,EOG8T4GM1,FBgn0030925,CG6361,Hayan
gene10181,AAEL004514,,,,FBpp0083858,EOG8JHG63,FBgn0028475,CG10221,Hrd3
gene10182,AAEL004530,,,,NA,NA,NA,NA,NA
gene10183,AAEL004537,,,,NA,NA,NA,NA,NA
gene10184,AAEL004517,,,,FBpp0079940,EOG8RR993,FBgn0032420,CG6583,CG6583
gene10185,AAEL004511,,,,FBpp0086851,EOG805VSJ,FBgn0033808,CG4627,CG4627
gene10186,AAEL004522,,,,NA,NA,NA,NA,NA
gene10187,AAEL004512,,,,NA,NA,NA,NA,NA
gene10188,AAEL004516,,,,NA,NA,NA,NA,NA
gene10189,AAEL004532,,,,FBpp0080952,EOG8SBHQ1,FBgn0051674,CG31674,CG31674
gene10189,AAEL004532,,,,FBpp0080949,EOG8SBHQ1,FBgn0032889,CG9331,CG9331
gene10189,AAEL004532,,,,FBpp0080951,EOG8SBHQ1,FBgn0051673,CG31673,CG31673
gene1019,AAEL006754,,,,NA,NA,NA,NA,NA
gene10190,AAEL004529,,,,FBpp0080949,EOG8SBHQ1,FBgn0032889,CG9331,CG9331
gene10190,AAEL004529,,,,FBpp0080952,EOG8SBHQ1,FBgn0051674,CG31674,CG31674
gene10190,AAEL004529,,,,FBpp0080951,EOG8SBHQ1,FBgn0051673,CG31673,CG31673
gene10191,AAEL004535,,,,NA,NA,NA,NA,NA
gene10192,AAEL004521,,,,FBpp0080953,EOG8HMN30,FBgn0051676,CG31676,CG31676
gene10193,AAEL004527,,,,FBpp0079597,EOG87SW66,FBgn0032236,CG5108,mRpS7
gene10194,AAEL004538,,,,FBpp0074395,EOG8PK50C,FBgn0030930,CG6394,GalNAc-T2
gene10195,AAEL004519,,,,NA,NA,NA,NA,NA
gene10196,AAEL004523,,,,FBpp0078896,EOG8WT027,FBgn0086357,CG9539,Sec61alpha
gene10197,AAEL017243,,,,NA,NA,NA,NA,NA
gene10198,AAEL004534,,,,FBpp0077311,EOG8HTCHV,FBgn0031474,CG2991,CG2991
gene10199,AAEL011822,,,,FBpp0297938,EOG8BGCMK,FBgn0025837,CG17636,CG17636
gene10199,AAEL011822,,,,FBpp0074393,EOG8BGCMK,FBgn0030932,CG6461,Ggt-1
gene102,AAEL008904,,,,FBpp0082363,EOG8PCDJ5,FBgn0038211,CG9649,CG9649
gene102,AAEL008904,,,,FBpp0082362,EOG8PCDJ5,FBgn0051326,CG31326,CG31326
gene102,AAEL008904,,,,FBpp0082359,EOG8PCDJ5,FBgn0027563,CG9631,CG9631
gene102,AAEL008904,,,,FBpp0289635,EOG8PCDJ5,FBgn0053329,CG33329,Sp212
gene1020,AAEL006742,,,,NA,NA,NA,NA,NA
gene10200,AAEL011823,,,,FBpp0297938,EOG8BGCMK,FBgn0025837,CG17636,CG17636
gene10200,AAEL011823,,,,FBpp0074393,EOG8BGCMK,FBgn0030932,CG6461,Ggt-1
gene10201,AAEL011824,,,,FBpp0297938,EOG8BGCMK,FBgn0025837,CG17636,CG17636
gene10201,AAEL011824,,,,FBpp0074393,EOG8BGCMK,FBgn0030932,CG6461,Ggt-1
gene10202,AAEL011821,,,,NA,NA,NA,NA,NA
gene10203,AAEL010395,,,,FBpp0304700,EOG8N33F5,FBgn0039089,CG10152,beat-IV
gene10204,AAEL010397,,,,NA,NA,NA,NA,NA
gene10205,AAEL010400,,,,NA,NA,NA,NA,NA
gene10206,RU120,,,,NA,NA,NA,NA,NA
gene10207,AAEL010396,,,,FBpp0304478,EOG8SXR51,FBgn0015221,CG1469,Fer2LCH
gene10208,AAEL010393,,,,FBpp0304479,EOG8GQSXG,FBgn0015222,CG2216,Fer1HCH
gene10209,AAEL010399,,,,FBpp0075179,EOG85XBN3,FBgn0036622,CG4753,CG4753
gene10209,AAEL010399,,,,FBpp0300976,EOG85XBN3,FBgn0036623,CG4729,CG4729
gene1021,AAEL006738,,,,FBpp0289142,EOG81K23X,FBgn0035101,CG1212,p130CAS
gene10210,AAEL010394,,,,FBpp0300976,EOG85XBN3,FBgn0036623,CG4729,CG4729
gene10210,AAEL010394,,,,FBpp0075179,EOG85XBN3,FBgn0036622,CG4753,CG4753
gene10211,AAEL010398,,,,NA,NA,NA,NA,NA
gene10212,AAEL015017,,,,FBpp0077950,EOG89W566,FBgn0037050,CG10566,CG10566
gene10213,AAEL015016,,,,NA,NA,NA,NA,NA
gene10214,AAEL015015,,,,FBpp0304412,EOG8SR0MT,FBgn0000541,CG32346,E(bx)
gene10215,AAEL005641,,,,FBpp0072553,EOG822D9Z,FBgn0035199,CG9134,CG9134
gene10216,AAEL005642,,,,NA,NA,NA,NA,NA
gene10217,AAEL003575,,,,NA,NA,NA,NA,NA
gene10218,AAEL003567,,,,FBpp0079367,EOG8XKZ0P,FBgn0032088,CG13102,CG13102
gene10218,AAEL003567,,,,FBpp0079366,EOG8XKZ0P,FBgn0032087,CG9568,CG9568
gene10219,AAEL003562,,,,NA,NA,NA,NA,NA
gene1022,AAEL006728,,,,FBpp0075690,EOG8CZF7H,FBgn0264848,CG10682,vih
gene10220,AAEL003568,,,,FBpp0081504,EOG85XBMX,FBgn0037684,CG8129,CG8129
gene10221,AAEL003572,,,,FBpp0099868,EOG8PP17B,FBgn0039544,CG12877,CG12877
gene10222,AAEL003565,,,,FBpp0078561,EOG8TB73C,FBgn0263594,CG14648,lost
gene10223,AAEL003577,,,,NA,NA,NA,NA,NA
gene10224,AAEL003571,,,,NA,NA,NA,NA,NA
gene10225,AAEL003563,,,,FBpp0083029,EOG8Z395Q,FBgn0038584,CG7175,mTerf5
gene10226,AAEL003561,,,,FBpp0112217,EOG81G5VS,FBgn0039655,CG14507,CG14507
gene10227,AAEL003576,,,,NA,NA,NA,NA,NA
gene10228,AAEL003570,,,,NA,NA,NA,NA,NA
gene10229,AAEL003574,,,,NA,NA,NA,NA,NA
gene1023,AAEL006719,,,,FBpp0086155,EOG8THZJQ,FBgn0000079,CG18730,Amy-p
gene1023,AAEL006719,,,,FBpp0086263,EOG8THZJQ,FBgn0020506,CG8221,Amyrel
gene1023,AAEL006719,,,,FBpp0086136,EOG8THZJQ,FBgn0000078,CG17876,Amy-d
gene10230,AAEL003566,,,,FBpp0308995,EOG8K0TDV,FBgn0259821,CG42402,CG42402
gene10231,AAEL003564,,,,FBpp0081504,EOG85XBMX,FBgn0037684,CG8129,CG8129
gene10232,AAEL003569,,,,FBpp0085159,EOG8RBT9C,FBgn0039856,CG1774,CG1774
gene10232,AAEL003569,,,,FBpp0112227,EOG8RBT9C,FBgn0039855,CG1638,CG1638
gene10232,AAEL003569,,,,FBpp0085157,EOG8RBT9C,FBgn0039854,CG1635,CG1635
gene10233,AAEL003573,,,,FBpp0077399,EOG8VDSPR,FBgn0031456,CG2848,Trn-SR
gene10234,AAEL012783,,,,FBpp0083525,EOG80KBQ6,FBgn0051233,CG31233,CG31233
gene10234,AAEL012783,,,,FBpp0083524,EOG80KBQ6,FBgn0051343,CG31343,CG31343
gene10235,AAEL012776,,,,NA,NA,NA,NA,NA
gene10236,AAEL012775,,,,NA,NA,NA,NA,NA
gene10237,AAEL012784,,,,FBpp0084478,EOG851HGK,FBgn0039489,CG5880,CG5880
gene10238,AAEL012782,,,,NA,NA,NA,NA,NA
gene10239,AAEL012774,,,,NA,NA,NA,NA,NA
gene1024,AAEL006747,,,,FBpp0088518,EOG880MN6,FBgn0026309,CG5032,aft
gene10240,AAEL012786,,,,NA,NA,NA,NA,NA
gene10241,AAEL012781,,,,NA,NA,NA,NA,NA
gene10242,AAEL012777,,,,NA,NA,NA,NA,NA
gene10243,AAEL012778,,,,FBpp0083525,EOG80KBQ6,FBgn0051233,CG31233,CG31233
gene10243,AAEL012778,,,,FBpp0083524,EOG80KBQ6,FBgn0051343,CG31343,CG31343
gene10244,AAEL012785,,,,NA,NA,NA,NA,NA
gene10245,AAEL018249,,,,NA,NA,NA,NA,NA
gene10246,AAEL017244,,,,NA,NA,NA,NA,NA
gene10247,AAEL008784,,,,FBpp0081536,EOG80049C,FBgn0037677,CG12951,CG12951
gene10247,AAEL008784,,,,FBpp0070282,EOG80049C,FBgn0052808,CG32808,CG32808
gene10247,AAEL008784,,,,FBpp0081535,EOG80049C,FBgn0037678,CG16749,CG16749
gene10248,AAEL008775,,,,NA,NA,NA,NA,NA
gene10249,AAEL008780,,,,NA,NA,NA,NA,NA
gene1025,AAEL006726,,,,NA,NA,NA,NA,NA
gene10250,AAEL008781,,,,NA,NA,NA,NA,NA
gene10251,AAEL008770,,,,FBpp0075119,EOG85B46Z,FBgn0002284,CG4097,Prosbeta6
gene10252,AAEL008777,,,,FBpp0303166,EOG8TF39H,FBgn0000017,CG4032,Abl
gene10253,AAEL008773,,,,FBpp0076722,EOG8TF39F,FBgn0002526,CG10236,LanA
gene10254,AAEL008783AAEL008776,,,,NA,NA,NA,NA,NA
gene10255,AAEL008782,,,,FBpp0081536,EOG80049C,FBgn0037677,CG12951,CG12951
gene10255,AAEL008782,,,,FBpp0081535,EOG80049C,FBgn0037678,CG16749,CG16749
gene10255,AAEL008782,,,,FBpp0070282,EOG80049C,FBgn0052808,CG32808,CG32808
gene10256,AAEL008772,,,,NA,NA,NA,NA,NA
gene10257,AAEL008778,,,,NA,NA,NA,NA,NA
gene10258,AAEL008779,,,,FBpp0084647,EOG8KSSBD,FBgn0004171,CG18396,Mst98Cb
gene10258,AAEL008779,,,,FBpp0084646,EOG8KSSBD,FBgn0002865,CG11719,Mst98Ca
gene10259,AAEL008774,,,,FBpp0112047,EOG8FJC2X,FBgn0263239,CG12029,dar1
gene1026,AAEL006739,,,,NA,NA,NA,NA,NA
gene10260,AAEL008771,,,,NA,NA,NA,NA,NA
gene10261,AAEL008766,,,,NA,NA,NA,NA,NA
gene10262,AAEL008769,,,,FBpp0076963,EOG8MSGQN,FBgn0031141,CG1304,CG1304
gene10262,AAEL008769,,,,FBpp0074138,EOG8MSGQN,FBgn0030773,CG9676,CG9676
gene10262,AAEL008769,,,,FBpp0076964,EOG8MSGQN,FBgn0011834,CG2071,Ser6
gene10262,AAEL008769,,,,FBpp0076886,EOG8MSGQN,FBgn0052523,CG32523,CG32523
gene10263,AAEL008767,,,,FBpp0081536,EOG80049C,FBgn0037677,CG12951,CG12951
gene10263,AAEL008767,,,,FBpp0070282,EOG80049C,FBgn0052808,CG32808,CG32808
gene10263,AAEL008767,,,,FBpp0081535,EOG80049C,FBgn0037678,CG16749,CG16749
gene10264,AAEL008768,,,,FBpp0303170,EOG8GBB00,FBgn0262732,CG4143,mbf1
gene10265,AAEL009214,,,,FBpp0076625,EOG864354,FBgn0010387,CG8627,Dbi
gene10266,AAEL009213,,,,FBpp0291254,EOG8XH2QD,FBgn0023001,CG8624,melt
gene10267,AAEL009211,,,,FBpp0076621,EOG880MN7,FBgn0035741,CG14825,BBS1
gene10268,AAEL017240,,,,FBpp0303457,EOG81G5VZ,FBgn0263102,CG2368,psq
gene10269,AAEL009215,,,,NA,NA,NA,NA,NA
gene1027,AAEL006727,,,,FBpp0075318,EOG85TGD8,FBgn0036515,CG12304,CG12304
gene10270,AAEL009212,,,,NA,NA,NA,NA,NA
gene10271,AAEL014218,,,,FBpp0304062,EOG8JT2XD,FBgn0032264,CG6113,Lip4
gene10271,AAEL014218,,,,FBpp0086532,EOG8JT2XD,FBgn0033999,CG8093,CG8093
gene10271,AAEL014218,,,,FBpp0079693,EOG8JT2XD,FBgn0051871,CG31871,CG31871
gene10271,AAEL014218,,,,FBpp0079683,EOG8JT2XD,FBgn0032265,CG18301,CG18301
gene10271,AAEL014218,,,,FBpp0082239,EOG8JT2XD,FBgn0023495,CG8823,Lip3
gene10272,AAEL014216,,,,NA,NA,NA,NA,NA
gene10273,AAEL014217,,,,FBpp0077168,EOG8HX7RS,FBgn0031589,CG3714,CG3714
gene10274,AAEL014902,,,,FBpp0303136,EOG8TXFHR,FBgn0035432,CG17723,ZnT63C
gene10275,AAEL014905,,,,NA,NA,NA,NA,NA
gene10276,AAEL014903,,,,FBpp0071846,EOG873SJ0,FBgn0261596,CG3751,RpS24
gene10277,AAEL014904,,,,FBpp0087645,EOG8H7537,FBgn0010220,CG12759,Dbp45A
gene10278,AAEL015533,,,,NA,NA,NA,NA,NA
gene10279,AAEL013022,,,,NA,NA,NA,NA,NA
gene1028,AAEL006720,,,,NA,NA,NA,NA,NA
gene10280,AAEL013017,,,,FBpp0080939,EOG8HTCHW,FBgn0032882,CG9320,Ns4
gene10281,AAEL013021,,,,NA,NA,NA,NA,NA
gene10282,AAEL013019,,,,NA,NA,NA,NA,NA
gene10283,AAEL013024,,,,NA,NA,NA,NA,NA
gene10284,AAEL018252,,,,NA,NA,NA,NA,NA
gene10285,AAEL013015,,,,FBpp0310216,EOG8MKR6S,FBgn0032338,CG16854,CG16854
gene10286,AAEL013020,,,,FBpp0077720,EOG890B20,FBgn0031256,CG4164,CG4164
gene10287,AAEL013013,,,,NA,NA,NA,NA,NA
gene10288,AAEL013014,,,,NA,NA,NA,NA,NA
gene10289,AAEL013018,AaegObp56,OBP,OBP,FBpp0311428,EOG8K3PP3,FBgn0011281,CG11421,Obp83a
gene10289,AAEL013018,AaegObp56,OBP,OBP,FBpp0078304,EOG8K3PP3,FBgn0010403,CG11422,Obp83b
gene1029,AAEL006752,,,,FBpp0303123,EOG879HZZ,FBgn0036846,CG6818,MESR6
gene10290,AAEL013023,,,,FBpp0077721,EOG8HDWK6,FBgn0031257,CG4133,CG4133
gene10291,AAEL015391,,,,FBpp0297938,EOG8BGCMK,FBgn0025837,CG17636,CG17636
gene10291,AAEL015391,,,,FBpp0074393,EOG8BGCMK,FBgn0030932,CG6461,Ggt-1
gene10292,AAEL010132,,,,NA,NA,NA,NA,NA
gene10293,AAEL010127,,,,FBpp0076618,EOG81RSMW,FBgn0035737,CG8634,Cpr65Ec
gene10293,AAEL010127,,,,FBpp0076637,EOG81RSMW,FBgn0035736,CG8638,Cpr65Eb
gene10293,AAEL010127,,,,FBpp0075922,EOG81RSMW,FBgn0036109,CG18349,Cpr67Fa2
gene10293,AAEL010127,,,,FBpp0077994,EOG81RSMW,FBgn0037069,CG7658,Cpr78Cc
gene10293,AAEL010127,,,,FBpp0078062,EOG81RSMW,FBgn0000551,CG7673,Edg78E
gene10293,AAEL010127,,,,FBpp0291858,EOG81RSMW,FBgn0033603,CG13214,Cpr47Ef
gene10293,AAEL010127,,,,FBpp0075923,EOG81RSMW,FBgn0036110,CG18348,Cpr67Fb
gene10293,AAEL010127,,,,FBpp0075921,EOG81RSMW,FBgn0036108,CG7941,Cpr67Fa1
gene10294,AAEL010133,,,,NA,NA,NA,NA,NA
gene10295,AAEL010125,,,,NA,NA,NA,NA,NA
gene10296,AAEL010130,,,,NA,NA,NA,NA,NA
gene10297,AAEL010134,,,,FBpp0075922,EOG81RSMW,FBgn0036109,CG18349,Cpr67Fa2
gene10297,AAEL010134,,,,FBpp0076637,EOG81RSMW,FBgn0035736,CG8638,Cpr65Eb
gene10297,AAEL010134,,,,FBpp0075921,EOG81RSMW,FBgn0036108,CG7941,Cpr67Fa1
gene10297,AAEL010134,,,,FBpp0075923,EOG81RSMW,FBgn0036110,CG18348,Cpr67Fb
gene10297,AAEL010134,,,,FBpp0077994,EOG81RSMW,FBgn0037069,CG7658,Cpr78Cc
gene10297,AAEL010134,,,,FBpp0076618,EOG81RSMW,FBgn0035737,CG8634,Cpr65Ec
gene10297,AAEL010134,,,,FBpp0078062,EOG81RSMW,FBgn0000551,CG7673,Edg78E
gene10297,AAEL010134,,,,FBpp0291858,EOG81RSMW,FBgn0033603,CG13214,Cpr47Ef
gene10298,AAEL010129,,,,NA,NA,NA,NA,NA
gene10299,AAEL010131,,,,FBpp0086968,EOG8PVRQF,FBgn0003326,CG17579,sca
gene103,AAEL017196,,,,FBpp0074133,EOG80GGGD,FBgn0027528,CG9634,goe
gene1030,AAEL006743,,,,FBpp0076077,EOG837V6D,FBgn0263251,CG11989,vnc
gene10300,AAEL010126,,,,FBpp0087305,EOG805VSK,FBgn0040765,CG33473,luna
gene10301,AAEL010128,,,,NA,NA,NA,NA,NA
gene10302,AAEL013789,,,,NA,NA,NA,NA,NA
gene10303,AAEL014774,,,,NA,NA,NA,NA,NA
gene10304,AAEL014773,,,,NA,NA,NA,NA,NA
gene10305,AAEL009327,,,,NA,NA,NA,NA,NA
gene10306,AAEL009321,,,,NA,NA,NA,NA,NA
gene10307,AAEL009322,,,,NA,NA,NA,NA,NA
gene10308,AAEL009328,,,,FBpp0074285,EOG8NP9VT,FBgn0021765,CG7113,scu
gene10309,AAEL009325,,,,NA,NA,NA,NA,NA
gene1031,AAEL006755,,,,FBpp0076083,EOG86Q9K1,FBgn0036063,CG6674,CG6674
gene10310,AAEL009330,,,,FBpp0112225,EOG8284SW,FBgn0039838,CG3669,CG3669
gene10310,AAEL009330,,,,FBpp0081657,EOG8284SW,FBgn0037788,CG3940,CG3940
gene10311,AAEL009325,,,,NA,NA,NA,NA,NA
gene10312,AAEL009329,,,,NA,NA,NA,NA,NA
gene10313,AAEL009326,,,,FBpp0300445,EOG8PVRQ8,FBgn0028734,CG6203,Fmr1
gene10314,AAEL009323,,,,FBpp0081657,EOG8284SW,FBgn0037788,CG3940,CG3940
gene10314,AAEL009323,,,,FBpp0112225,EOG8284SW,FBgn0039838,CG3669,CG3669
gene10315,AAEL009324,,,,FBpp0074285,EOG8NP9VT,FBgn0021765,CG7113,scu
gene10316,AAEL013656,,,,FBpp0084464,EOG8WQ3TS,FBgn0026562,CG6378,BM-40-SPARC
gene10317,AAEL018263,,,,FBpp0071181,EOG80ZTP8,FBgn0003023,CG12743,otu
gene10317,AAEL018263,,,,FBpp0077113,EOG80ZTP8,FBgn0031622,CG3251,CG3251
gene10318,AAEL013661,,,,FBpp0070607,EOG8N33FT,FBgn0026084,CG4944,cib
gene10319,AAEL013657,,,,NA,NA,NA,NA,NA
gene1032,AAEL006736,,,,FBpp0086049,EOG8GQSWP,FBgn0034262,CG14485,swi2
gene10320,AAEL013658,,,,FBpp0087901,EOG8TQQ2G,FBgn0021814,CG12770,Vps28
gene10321,AAEL013655,,,,FBpp0074740,EOG8WWVBG,FBgn0036887,CG9231,CG9231
gene10322,AAEL013662,,,,FBpp0307825,EOG86T5SH,FBgn0038257,CG7390,smp-30
gene10322,AAEL013662,,,,FBpp0073422,EOG86T5SH,FBgn0030362,CG1803,regucalcin
gene10323,AAEL015058,,,,FBpp0303267,EOG8TB72D,FBgn0028371,CG30092,jbug
gene10324,AAEL015057,,,,NA,NA,NA,NA,NA
gene10325,AAEL015585,,,,FBpp0078983,EOG8D29GM,FBgn0016978,CG8749,snRNP-U1-70K
gene10326,AAEL003106,,,,FBpp0083645,EOG8TXFHN,FBgn0263351,CG7057,AP-2mu
gene10327,AAEL003096,,,,NA,NA,NA,NA,NA
gene10328,AAEL003107,,,,NA,NA,NA,NA,NA
gene10329,AAEL003100,,,,NA,NA,NA,NA,NA
gene1033,AAEL006718,,,,FBpp0075303,EOG8MKR77,FBgn0036501,CG7272,CG7272
gene10330,AAEL003104,,,,FBpp0113114,EOG8FJC12,FBgn0265356,CG15105,tn
gene10331,AAEL003092,,,,FBpp0084572,EOG805VR8,FBgn0039527,CG5639,CG5639
gene10332,AAEL003094,,,,NA,NA,NA,NA,NA
gene10333,AAEL003110,,,,NA,NA,NA,NA,NA
gene10334,AAEL003103,,,,FBpp0082477,EOG84J59N,FBgn0011217,CG7425,eff
gene10335,AAEL003097,,,,FBpp0289754,EOG8K6JVD,FBgn0259234,CG42332,Camta
gene10336,AAEL003109,,,,FBpp0084036,EOG81C9MX,FBgn0039213,CG6668,atl
gene10337,AAEL003098,,,,FBpp0085174,EOG8W9MVM,FBgn0051002,CG31002,CG31002
gene10337,AAEL003098,,,,FBpp0300388,EOG8W9MVM,FBgn0040253,CG17200,Ugt86Dg
gene10337,AAEL003098,,,,FBpp0081850,EOG8W9MVM,FBgn0026315,CG6644,Ugt35a
gene10337,AAEL003098,,,,FBpp0081852,EOG8W9MVM,FBgn0040255,CG6653,Ugt86De
gene10337,AAEL003098,,,,FBpp0112233,EOG8W9MVM,FBgn0040256,CG6633,Ugt86Dd
gene10337,AAEL003098,,,,FBpp0081851,EOG8W9MVM,FBgn0026314,CG6649,Ugt35b
gene10338,AAEL003102,,,,FBpp0081850,EOG8W9MVM,FBgn0026315,CG6644,Ugt35a
gene10338,AAEL003102,,,,FBpp0300388,EOG8W9MVM,FBgn0040253,CG17200,Ugt86Dg
gene10338,AAEL003102,,,,FBpp0112233,EOG8W9MVM,FBgn0040256,CG6633,Ugt86Dd
gene10338,AAEL003102,,,,FBpp0081851,EOG8W9MVM,FBgn0026314,CG6649,Ugt35b
gene10338,AAEL003102,,,,FBpp0085174,EOG8W9MVM,FBgn0051002,CG31002,CG31002
gene10338,AAEL003102,,,,FBpp0081852,EOG8W9MVM,FBgn0040255,CG6653,Ugt86De
gene10339,AAEL003105,,,,NA,NA,NA,NA,NA
gene1034,AAEL006749,,,,NA,NA,NA,NA,NA
gene10340,AAEL003099,,,,FBpp0081850,EOG8W9MVM,FBgn0026315,CG6644,Ugt35a
gene10340,AAEL003099,,,,FBpp0085174,EOG8W9MVM,FBgn0051002,CG31002,CG31002
gene10340,AAEL003099,,,,FBpp0081851,EOG8W9MVM,FBgn0026314,CG6649,Ugt35b
gene10340,AAEL003099,,,,FBpp0081852,EOG8W9MVM,FBgn0040255,CG6653,Ugt86De
gene10340,AAEL003099,,,,FBpp0300388,EOG8W9MVM,FBgn0040253,CG17200,Ugt86Dg
gene10340,AAEL003099,,,,FBpp0112233,EOG8W9MVM,FBgn0040256,CG6633,Ugt86Dd
gene10341,AAEL003108,,,,FBpp0297514,EOG8N5ZN5,FBgn0261985,CG1228,Ptpmeg
gene10342,AAEL003093,,,,FBpp0083657,EOG83BQDZ,FBgn0053110,CG33110,CG33110
gene10343,AAEL018291,,,,NA,NA,NA,NA,NA
gene10344,AAEL004284,,,,FBpp0071942,EOG8WWVBT,FBgn0040660,CG13551,CG13551
gene10345,AAEL004273,,,,NA,NA,NA,NA,NA
gene10346,AAEL017378,,,,FBpp0086790,EOG8Q87P5,FBgn0024556,CG6050,EfTuM
gene10347,AAEL004297,,,,FBpp0289823,EOG8QJVCD,FBgn0020236,CG8322,ATPCL
gene10348,AAEL004280,,,,FBpp0078248,EOG8KH5MS,FBgn0037416,CG15592,Osi9
gene10349,AAEL004279,,,,FBpp0076455,EOG8HMN20,FBgn0035844,CG13676,CG13676
gene1035,AAEL006745,,,,NA,NA,NA,NA,NA
gene10350,AAEL004302,,,,FBpp0081004,EOG8HB1B0,FBgn0032929,CG9241,Mcm10
gene10351,AAEL004282,,,,FBpp0078900,EOG82FW8R,FBgn0031817,CG9531,CG9531
gene10352,AAEL004274,,,,NA,NA,NA,NA,NA
gene10353,AAEL004299,,,,NA,NA,NA,NA,NA
gene10354,AAEL004292,,,,FBpp0288719,EOG886C5G,FBgn0033308,CG8736,CG8736
gene10355,AAEL004283,,,,FBpp0311097,EOG8KPX43,FBgn0024244,CG10016,drm
gene10356,AAEL004281,,,,NA,NA,NA,NA,NA
gene10357,AAEL004304,,,,NA,NA,NA,NA,NA
gene10358,AAEL004275,,,,FBpp0078247,EOG8NP9VW,FBgn0037415,CG15591,Osi8
gene10359,AAEL004276,,,,FBpp0111928,EOG8RFPKN,FBgn0031403,CG15387,CG15387
gene1036,AAEL006737,,,,FBpp0112089,EOG8CNTGC,FBgn0036680,CG9665,Cpr73D
gene10360,AAEL004288,,,,FBpp0070883,EOG854CQQ,FBgn0003139,CG12217,PpV
gene10361,AAEL004287,,,,FBpp0080670,EOG8QC3X8,FBgn0025608,CG10372,Faf2
gene10362,AAEL004303,,,,FBpp0078250,EOG8GB9XX,FBgn0037417,CG15593,Osi10
gene10363,AAEL004278,,,,FBpp0080486,EOG8FTZRB,FBgn0000406,CG13279,Cyt-b5-r
gene10363,AAEL004278,,,,FBpp0080465,EOG8FTZRB,FBgn0032603,CG17928,CG17928
gene10364,AAEL004294,,,,FBpp0079072,EOG8HHRT8,FBgn0031912,CG5261,CG5261
gene10365,AAEL004300,,,,FBpp0087809,EOG8PRWGS,FBgn0033309,CG8735,CG8735
gene10366,AAEL004277,,,,NA,NA,NA,NA,NA
gene10367,AAEL004301,,,,NA,NA,NA,NA,NA
gene10368,AAEL004298,,,,FBpp0078263,EOG8BZQTW,FBgn0037418,CG15596,Osi11
gene10369,AAEL018319,,,,FBpp0085564,EOG8MPMFC,FBgn0250850,CG30149,rig
gene1037,AAEL006734,,,,FBpp0076000,EOG8FR3H6,FBgn0027615,CG6404,CG6404
gene10370,AAEL004291,,,,FBpp0087398,EOG8X9B8P,FBgn0033528,CG11761,trsn
gene10371,AAEL004285,,,,FBpp0072854,EOG8BS0B8,FBgn0052484,CG32484,Sk2
gene10371,AAEL004285,,,,FBpp0073346,EOG8BS0B8,FBgn0030300,CG1747,Sk1
gene10372,AAEL004271,,,,NA,NA,NA,NA,NA
gene10373,AAEL017264,,,,NA,NA,NA,NA,NA
gene10374,AAEL004296,,,,NA,NA,NA,NA,NA
gene10375,AAEL004289,,,,FBpp0078977,EOG82NMQM,FBgn0020616,CG3423,SA
gene10376,RU121,,,,NA,NA,NA,NA,NA
gene10377,AAEL004293,,,,FBpp0088946,EOG80GGHT,FBgn0003742,CG10128,tra2
gene10378,AAEL004295,,,,FBpp0111930,EOG84XN7W,FBgn0031463,CG15400,G6P
gene10379,AAEL015239,,,,FBpp0084860,EOG8VMJ65,FBgn0051038,CG31038,CG31038
gene1038,AAEL006731,,,,FBpp0075999,EOG818FF5,FBgn0036107,CG7949,CG7949
gene10380,AAEL014305,,,,FBpp0308257,EOG81NXBV,FBgn0265190,CG44255,PIG-S
gene10381,AAEL014306,,,,NA,NA,NA,NA,NA
gene10382,AAEL017190,,,,NA,NA,NA,NA,NA
gene10383,AAEL014304,,,,NA,NA,NA,NA,NA
gene10384,AAEL014307,,,,FBpp0309266,EOG8RBT95,FBgn0030685,CG8948,Graf
gene10385,AAEL017481,,,,NA,NA,NA,NA,NA
gene10386,AAEL015274,,,,FBpp0084673,EOG8W3WCP,FBgn0039589,CG9986,CG9986
gene10387,AAEL015621,,,,NA,NA,NA,NA,NA
gene10388,AAEL015623,,,,NA,NA,NA,NA,NA
gene10389,AAEL015622,,,,NA,NA,NA,NA,NA
gene1039,AAEL014101,,,,NA,NA,NA,NA,NA
gene10390,AAEL013025,,,,NA,NA,NA,NA,NA
gene10391,AAEL006213,,,,NA,NA,NA,NA,NA
gene10392,AAEL006225,,,,NA,NA,NA,NA,NA
gene10393,AAEL006227,,,,FBpp0076868,EOG82FW85,FBgn0035591,CG4611,CG4611
gene10394,AAEL006218,,,,NA,NA,NA,NA,NA
gene10395,AAEL006211,,,,FBpp0076526,EOG83JFVX,FBgn0035812,CG7457,CG7457
gene10396,AAEL006223,,,,FBpp0073120,EOG8X3KSC,FBgn0260985,CG14999,RfC4
gene10397,AAEL006222,,,,FBpp0293740,EOG8W3WC4,FBgn0260442,CG6831,rhea
gene10398,AAEL006214,,,,FBpp0072515,EOG8VHNZC,FBgn0035179,CG12038,CG12038
gene10399,AAEL006224,,,,FBpp0076882,EOG8THZKC,FBgn0035588,CG10672,CG10672
