gene_id,vectorbase,chemo,family
gene1020,AAEL006742,,
gene10200,AAEL011823,,
gene10201,AAEL011824,,
gene10202,AAEL011821,,
gene10203,AAEL010395,,
gene10204,AAEL010397,,
gene10205,AAEL010400,,
gene10206,RU120,,
gene10207,AAEL010396,,
gene10208,AAEL010393,,
gene10209,AAEL010399,,
gene1021,AAEL006738,,
gene10210,AAEL010394,,
gene10211,AAEL010398,,
gene10212,AAEL015017,,
gene10213,AAEL015016,,
gene10214,AAEL015015,,
gene10215,AAEL005641,,
gene10216,AAEL005642,,
gene10217,AAEL003575,,
gene10218,AAEL003567,,
gene10219,AAEL003562,,
gene1022,AAEL006728,,
gene10220,AAEL003568,,
gene10221,AAEL003572,,
gene10222,AAEL003565,,
gene10223,AAEL003577,,
gene10224,AAEL003571,,
gene10225,AAEL003563,,
gene10226,AAEL003561,,
gene10227,AAEL003576,,
gene10228,AAEL003570,,
gene10229,AAEL003574,,
gene1023,AAEL006719,,
gene10230,AAEL003566,,
gene10231,AAEL003564,,
gene10232,AAEL003569,,
gene10233,AAEL003573,,
gene10234,AAEL012783,,
gene10235,AAEL012776,,
gene10236,AAEL012775,,
gene10237,AAEL012784,,
gene10238,AAEL012782,,
gene10239,AAEL012774,,
gene1024,AAEL006747,,
gene10240,AAEL012786,,
gene10241,AAEL012781,,
gene10242,AAEL012777,,
gene10243,AAEL012778,,
gene10244,AAEL012785,,
gene10245,AAEL018249,,
gene10246,AAEL017244,,
gene10247,AAEL008784,,
gene10248,AAEL008775,,
gene10249,AAEL008780,,
gene1025,AAEL006726,,
gene10250,AAEL008781,,
gene10251,AAEL008770,,
gene10252,AAEL008777,,
gene10253,AAEL008773,,
gene10254,AAEL008783AAEL008776,,
gene10255,AAEL008782,,
gene10256,AAEL008772,,
gene10257,AAEL008778,,
gene10258,AAEL008779,,
gene10259,AAEL008774,,
gene1026,AAEL006739,,
gene10260,AAEL008771,,
gene10261,AAEL008766,,
gene10262,AAEL008769,,
gene10263,AAEL008767,,
gene10264,AAEL008768,,
gene10265,AAEL009214,,
gene10266,AAEL009213,,
gene10267,AAEL009211,,
gene10268,AAEL017240,,
gene10269,AAEL009215,,
gene1027,AAEL006727,,
gene10270,AAEL009212,,
gene10271,AAEL014218,,
gene10272,AAEL014216,,
gene10273,AAEL014217,,
gene10274,AAEL014902,,
gene10275,AAEL014905,,
gene10276,AAEL014903,,
gene10277,AAEL014904,,
gene10278,AAEL015533,,
gene10279,AAEL013022,,
gene1028,AAEL006720,,
gene10280,AAEL013017,,
gene10281,AAEL013021,,
gene10282,AAEL013019,,
gene10283,AAEL013024,,
gene10284,AAEL018252,,
gene10285,AAEL013015,,
gene10286,AAEL013020,,
gene10287,AAEL013013,,
gene10288,AAEL013014,,
gene1029,AAEL006752,,
gene10290,AAEL013023,,
gene10291,AAEL015391,,
gene10292,AAEL010132,,
gene10293,AAEL010127,,
gene10294,AAEL010133,,
gene10295,AAEL010125,,
gene10296,AAEL010130,,
gene10297,AAEL010134,,
gene10298,AAEL010129,,
gene10299,AAEL010131,,
gene103,AAEL017196,,
gene1030,AAEL006743,,
gene10300,AAEL010126,,
gene10301,AAEL010128,,
gene10302,AAEL013789,,
gene10303,AAEL014774,,
gene10304,AAEL014773,,
gene10305,AAEL009327,,
gene10306,AAEL009321,,
gene10307,AAEL009322,,
gene10308,AAEL009328,,
gene10309,AAEL009325,,
gene1031,AAEL006755,,
gene10310,AAEL009330,,
gene10311,AAEL009325,,
gene10312,AAEL009329,,
gene10313,AAEL009326,,
gene10314,AAEL009323,,
gene10315,AAEL009324,,
gene10316,AAEL013656,,
gene10317,AAEL018263,,
gene10318,AAEL013661,,
gene10319,AAEL013657,,
gene1032,AAEL006736,,
gene10320,AAEL013658,,
gene10321,AAEL013655,,
gene10322,AAEL013662,,
gene10323,AAEL015058,,
gene10324,AAEL015057,,
gene10325,AAEL015585,,
gene10326,AAEL003106,,
gene10327,AAEL003096,,
gene10328,AAEL003107,,
gene10329,AAEL003100,,
gene1033,AAEL006718,,
gene10330,AAEL003104,,
gene10331,AAEL003092,,
gene10332,AAEL003094,,
gene10333,AAEL003110,,
gene10334,AAEL003103,,
gene10335,AAEL003097,,
gene10336,AAEL003109,,
gene10337,AAEL003098,,
gene10338,AAEL003102,,
gene10339,AAEL003105,,
gene1034,AAEL006749,,
gene10340,AAEL003099,,
gene10341,AAEL003108,,
gene10342,AAEL003093,,
gene10343,AAEL018291,,
gene10344,AAEL004284,,
gene10345,AAEL004273,,
gene10346,AAEL017378,,
gene10347,AAEL004297,,
gene10348,AAEL004280,,
gene10349,AAEL004279,,
gene1035,AAEL006745,,
gene10350,AAEL004302,,
gene10351,AAEL004282,,
gene10352,AAEL004274,,
gene10353,AAEL004299,,
gene10354,AAEL004292,,
gene10355,AAEL004283,,
gene10356,AAEL004281,,
gene10357,AAEL004304,,
gene10358,AAEL004275,,
gene10359,AAEL004276,,
gene1036,AAEL006737,,
gene10360,AAEL004288,,
gene10361,AAEL004287,,
gene10362,AAEL004303,,
gene10363,AAEL004278,,
gene10364,AAEL004294,,
gene10365,AAEL004300,,
gene10366,AAEL004277,,
gene10367,AAEL004301,,
gene10368,AAEL004298,,
gene10369,AAEL018319,,
gene1037,AAEL006734,,
gene10370,AAEL004291,,
gene10371,AAEL004285,,
gene10372,AAEL004271,,
gene10373,AAEL017264,,
gene10374,AAEL004296,,
gene10375,AAEL004289,,
gene10376,RU121,,
gene10377,AAEL004293,,
gene10378,AAEL004295,,
gene10379,AAEL015239,,
gene1038,AAEL006731,,
gene10380,AAEL014305,,
gene10381,AAEL014306,,
gene10382,AAEL017190,,
gene10383,AAEL014304,,
gene10384,AAEL014307,,
gene10385,AAEL017481,,
gene10386,AAEL015274,,
gene10387,AAEL015621,,
gene10388,AAEL015623,,
gene10389,AAEL015622,,
gene1039,AAEL014101,,
gene10390,AAEL013025,,
gene10391,AAEL006213,,
gene10392,AAEL006225,,
gene10393,AAEL006227,,
gene10394,AAEL006218,,
gene10395,AAEL006211,,
gene10396,AAEL006223,,
gene10397,AAEL006222,,
gene10398,AAEL006214,,
gene10399,AAEL006224,,
gene104,AAEL017103,,
gene1040,AAEL017409,,
gene10400,AAEL006221,,
gene10401,AAEL006219,,
gene10402,AAEL006216,,
gene10403,AAEL006226,,
gene10404,AAEL006217,,
gene10405,AAEL006212,,
gene10406,AAEL006215,,
gene10407,AAEL006220,,
gene10408,AAEL001384,,
gene10409,AAEL001392,,
gene1041,AAEL017020,,
gene10410,AAEL001366,,
gene10411,AAEL001393,,
gene10412,AAEL001371,,
gene10413,AAEL001367,,
gene10414,AAEL001380,,
gene10415,AAEL001370,,
gene10416,AAEL001385,,
gene10417,AAEL001369,,
gene10418,AAEL001383,,
gene10419,AAEL001372,,
gene1042,AAEL011957,,
gene10420,AAEL001388,,
gene10421,AAEL001382,,
gene10422,AAEL001379,,
gene10423,AAEL001381,,
gene10424,AAEL001390,,
gene10425,AAEL001361,,
gene10426,AAEL001377,,
gene10427,AAEL001368,,
gene10428,AAEL017563,,
gene10429,AAEL001378,,
gene1043,AAEL011953,,
gene10430,AAEL001386,,
gene10431,AAEL001387,,
gene10432,AAEL001360,,
gene10433,AAEL001374,,
gene10434,AAEL001375,,
gene10435,AAEL001391,,
gene10436,AAEL001365,,
gene10437,AAEL001376,,
gene10438,AAEL001359,,
gene10439,AAEL001389,,
gene1044,AAEL011952,,
gene10440,AAEL017536,,
gene10441,AAEL001364,,
gene10442,AAEL017195,,
gene10443,AAEL001373,,
gene10444,RU122,,
gene10445,AAEL001363,,
gene10446,AAEL001362,,
gene10447,AAEL015145,,
gene10448,AAEL009046,,
gene10449,AAEL009043,,
gene1045,AAEL011951,,
gene10450,AAEL009052,,
gene10451,AAEL009051,,
gene10452,AAEL009048,,
gene10453,AAEL018168,,
gene10454,AAEL009044,,
gene10455,AAEL009050,,
gene10456,AAEL009047,,
gene10457,AAEL009045,,
gene10458,AAEL009042,,
gene10459,AAEL009041,,
gene1046,AAEL011954,,
gene10460,AAEL014569,,
gene10461,AAEL014570,,
gene10462,AAEL014567,,
gene10463,AAEL014568,,
gene10464,AAEL014571,,
gene10465,AAEL014488,,
gene10466,AAEL014487,,
gene10467,AAEL014489,,
gene10468,RU123,,
gene10469,AAEL014490,,
gene1047,AAEL011950,,
gene10470,AAEL014335,,
gene10471,AAEL014336,,
gene10472,AAEL014337,,
gene10473,AAEL012701,,
gene10474,AAEL018247,,
gene10475,AAEL012697,,
gene10476,AAEL012698,,
gene10477,AAEL012703,,
gene10478,AAEL012702,,
gene10479,AAEL012699,,
gene1048,AAEL011949,,
gene10480,AAEL012704,,
gene10481,AAEL001603,,
gene10482,AAEL001621,,
gene10483,AAEL001631,,
gene10484,AAEL001616,,
gene10485,AAEL001606,,
gene10486,AAEL001597,,
gene10487,AAEL001624,,
gene10488,AAEL001614,,
gene10489,AAEL001619,,
gene1049,AAEL011956,,
gene10490,AAEL001610,,
gene10491,AAEL001618,,
gene10492,RU124,,
gene10493,AAEL001612,,
gene10494,AAEL001626,,
gene10495,AAEL001620,,
gene10496,AAEL001625,,
gene10497,AAEL001598,,
gene10498,AAEL001615,,
gene10499,AAEL001604,,
gene105,AAEL008903,,
gene1050,AAEL010706,,
gene10500,AAEL001609,,
gene10501,AAEL001630,,
gene10502,AAEL001613,,
gene10503,AAEL001611,,
gene10504,AAEL001627,,
gene10505,AAEL001599,,
gene10506,AAEL001600,,
gene10507,AAEL001601,,
gene10508,AAEL001607,,
gene10509,AAEL001602,,
gene1051,AAEL010705,,
gene10510,AAEL001628,,
gene10512,AAEL001622,,
gene10513,AAEL001608,,
gene10514,AAEL001605,,
gene10515,AAEL001629,,
gene10516,AAEL001623,,
gene10517,AAEL013880,,
gene10518,AAEL013877,,
gene10519,AAEL017558,,
gene1052,AAEL017996,,
gene10520,AAEL013881,,
gene10521,AAEL013879,,
gene10522,AAEL013878,,
gene10523,AAEL013240,,
gene10524,AAEL013239,,
gene10526,AAEL013244,,
gene10527,AAEL013245,,
gene10528,AAEL013242,,
gene10529,AAEL013243,,
gene1053,AAEL010707,,
gene10530,AAEL006617,,
gene10531,AAEL006610,,
gene10532,AAEL006624,,
gene10533,AAEL006615,,
gene10534,AAEL006620,,
gene10536,AAEL006607,,
gene10537,AAEL006623,,
gene10538,AAEL006612,,
gene10539,AAEL006608,,
gene1054,AAEL010704,,
gene10540,AAEL006631,,
gene10541,AAEL006630,,
gene10542,AAEL006611,,
gene10543,AAEL006627,,
gene10544,AAEL006619,,
gene10545,AAEL006629,,
gene10546,AAEL006616,,
gene10547,AAEL006606,,
gene10548,AAEL006605,,
gene10549,AAEL006621,,
gene10550,AAEL006600,,
gene10551,AAEL006628,,
gene10552,AAEL006622,,
gene10553,AAEL006609,,
gene10554,AAEL006604,,
gene10555,AAEL006601,,
gene10556,AAEL006614,,
gene10557,AAEL006618,,
gene10558,AAEL006603,,
gene10559,AAEL006625,,
gene1056,AAEL014326,,
gene10560,AAEL006626,,
gene10561,AAEL006602,,
gene10562,AAEL015584,,
gene10563,AAEL015583,,
gene10565,AAEL010885,,
gene10566,AAEL010896,,
gene10567,AAEL010891,,
gene10568,RU125,,
gene10569,AAEL010894,,
gene1057,AAEL015347,,
gene10570,AAEL010899,,
gene10571,AAEL010898,,
gene10572,AAEL010893,,
gene10573,AAEL010889,,
gene10574,AAEL010884,,
gene10575,AAEL010897,,
gene10576,AAEL010887,,
gene10577,AAEL010895,,
gene10578,AAEL010890,,
gene10579,AAEL010886,,
gene1058,AAEL012770,,
gene10580,AAEL010892,,
gene10581,AAEL014554,,
gene10582,AAEL017314,,
gene10583,AAEL011504,,
gene10584,AAEL011500,,
gene10585,AAEL011505,,
gene10586,AAEL011501,,
gene10587,AAEL011503,,
gene10588,AAEL011506,,
gene10589,AAEL011502,,
gene1059,AAEL012767,,
gene10590,AAEL003237,,
gene10591,AAEL003252,,
gene10592,AAEL003213,,
gene10593,AAEL003226,,
gene10594,AAEL017438,,
gene10595,AAEL003246,,
gene10596,AAEL003276,,
gene10597,AAEL003239,,
gene10598,AAEL003227,,
gene10599,AAEL003228,,
gene106,AAEL013516,,
gene1060,AAEL012771,,
gene10600,AAEL017137,,
gene10601,AAEL003273,,
gene10602,AAEL003229,,
gene10603,AAEL003212,,
gene10604,AAEL017003,,
gene10605,AAEL003247,,
gene10606,AAEL003222,,
gene10607,AAEL003245,,
gene10608,AAEL003251,,
gene10609,AAEL018297,,
gene1061,AAEL012772,,
gene10610,AAEL003244,,
gene10611,AAEL003216,,
gene10612,AAEL003223,,
gene10613,AAEL003210,,
gene10614,AAEL003253,,
gene10615,AAEL003221,,
gene10616,AAEL003211,,
gene10617,AAEL003263,,
gene10618,AAEL003256,,
gene10619,AAEL003277,,
gene1062,AAEL012762,,
gene10620,AAEL003261,,
gene10621,AAEL003233,,
gene10622,AAEL003220,,
gene10623,AAEL003269,,
gene10624,AAEL003238,,
gene10625,AAEL003283,,
gene10626,AAEL003219,,
gene10627,AAEL003254,,
gene10628,AAEL017003,,
gene10629,AAEL003235,,
gene1063,AAEL012766,,
gene10630,AAEL003236,,
gene10631,AAEL003267,,
gene10632,AAEL003230,,
gene10633,AAEL003232,,
gene10634,AAEL003271,,
gene10635,AAEL017550,,
gene10636,AAEL003218,,
gene10637,AAEL003268,,
gene10638,AAEL003231,,
gene10639,AAEL003262,,
gene1064,AAEL012763,,
gene10640,AAEL003281,,
gene10641,AAEL003259,,
gene10642,AAEL003242,,
gene10643,AAEL003274,,
gene10644,AAEL003282,,
gene10645,AAEL003264,,
gene10646,AAEL003241,,
gene10647,AAEL003266,,
gene10649,AAEL003243,,
gene1065,AAEL012773,,
gene10650,AAEL003270,,
gene10651,AAEL003275,,
gene10652,AAEL003217,,
gene10653,AAEL003255,,
gene10654,AAEL003234,,
gene10655,AAEL003214,,
gene10656,AAEL003260,,
gene10657,AAEL003265,,
gene10658,AAEL003272,,
gene10659,AAEL003278,,
gene1066,AAEL012764,,
gene10660,AAEL003215,,
gene10661,AAEL003279,,
gene10662,AAEL003257,,
gene10663,AAEL003240,,
gene10664,AAEL003225,,
gene10665,AAEL017485,,
gene10666,AAEL003224,,
gene10667,AAEL012381,,
gene10668,AAEL012384,,
gene10669,AAEL012382,,
gene1067,AAEL012761,,
gene10670,AAEL012383,,
gene10671,AAEL012976,,
gene10672,AAEL012973,,
gene10673,AAEL012978,,
gene10674,AAEL012980,,
gene10675,AAEL012974,,
gene10676,AAEL012979,,
gene10677,AAEL012977,,
gene10678,AAEL012975,,
gene10679,AAEL004715,,
gene1068,AAEL012769,,
gene10680,AAEL004721,,
gene10681,AAEL004726,,
gene10682,AAEL018327,,
gene10683,AAEL004732,,
gene10684,AAEL004727,,
gene10685,AAEL004725,,
gene10686,AAEL004717,,
gene10687,AAEL004716,,
gene10688,AAEL004720,,
gene10689,AAEL004736,,
gene1069,AAEL012765,,
gene10690,AAEL004731,,
gene10691,AAEL004728,,
gene10692,AAEL017102,,
gene10693,AAEL004733,,
gene10694,AAEL017122,,
gene10695,AAEL004735,,
gene10696,AAEL004714,,
gene10697,AAEL004718,,
gene10698,AAEL004729,,
gene10699,AAEL004709,,
gene107,AAEL013512,,
gene1070,AAEL012768,,
gene10700,AAEL004734,,
gene10701,AAEL004711,,
gene10702,AAEL017425,,
gene10703,AAEL004730,,
gene10704,AAEL004719,,
gene10705,AAEL004712,,
gene10706,AAEL004724,,
gene10707,AAEL004713,,
gene10708,AAEL004710,,
gene10709,RU126,,
gene1071,AAEL008106,,
gene10710,AAEL005964,,
gene10711,AAEL005965,,
gene10712,AAEL005962,,
gene10713,AAEL005970,,
gene10714,AAEL005959,,
gene10715,AAEL005971,,
gene10716,AAEL005968,,
gene10717,AAEL005969,,
gene10718,AAEL005957,,
gene10719,AAEL005963,,
gene1072,AAEL008118,,
gene10720,AAEL005966,,
gene10721,AAEL005961,,
gene10722,AAEL017498,,
gene10723,AAEL005955,,
gene10724,AAEL005960,,
gene10725,AAEL005956,,
gene10726,AAEL005958,,
gene10727,AAEL005967,,
gene10728,AAEL001653,,
gene10729,AAEL001638,,
gene1073,AAEL008108,,
gene10730,AAEL001644,,
gene10731,AAEL001636,,
gene10732,AAEL017363,,
gene10733,AAEL001643,,
gene10734,AAEL001672,,
gene10735,AAEL001642,,
gene10736,AAEL001664,,
gene10737,AAEL001645,,
gene10738,AAEL001655,,
gene10739,AAEL001640,,
gene1074,AAEL008115,,
gene10740,AAEL001657,,
gene10741,AAEL001671,,
gene10742,AAEL001666,,
gene10743,AAEL001669,,
gene10744,AAEL001659,,
gene10745,AAEL001670,,
gene10746,AAEL001654,,
gene10747,AAEL001637,,
gene10748,AAEL001646,,
gene10749,AAEL001633,,
gene1075,AAEL008116,,
gene10750,AAEL001634,,
gene10751,AAEL001647,,
gene10752,AAEL001658,,
gene10753,AAEL001660,,
gene10754,AAEL001641,,
gene10755,AAEL001656,,
gene10756,AAEL001651,,
gene10757,AAEL001648,,
gene10758,AAEL001665,,
gene10759,AAEL001652,,
gene1076,AAEL008110,,
gene10760,AAEL001661,,
gene10761,RU127,,
gene10762,AAEL001635,,
gene10763,AAEL001632,,
gene10764,AAEL017224,,
gene10765,AAEL001667,,
gene10766,AAEL001649,,
gene10767,AAEL001663,,
gene10768,AAEL001650,,
gene10769,AAEL001668,,
gene1077,AAEL017345,,
gene10770,AAEL001639,,
gene10771,AAEL015424,,
gene10772,AAEL015563,,
gene10773,AAEL015668,,
gene10776,AAEL015309,,
gene10777,AAEL010723,,
gene10778,AAEL010721,,
gene10779,AAEL010722,,
gene1078,AAEL008111,,
gene10780,AAEL010724,,
gene10781,AAEL013725,,
gene10782,AAEL017141,,
gene10783,AAEL013723,,
gene10784,AAEL013721,,
gene10785,AAEL013724,,
gene10787,AAEL013726,,
gene10788,AAEL014169,,
gene10789,AAEL014170,,
gene1079,AAEL008104,,
gene10790,AAEL014171,,
gene10791,AAEL014168,,
gene10792,AAEL014172,,
gene10793,AAEL014033,,
gene10794,AAEL014278,,
gene10795,AAEL014277,,
gene10796,AAEL014279,,
gene10797,AAEL012912,,
gene10798,AAEL012911,,
gene10799,AAEL008877,,
gene108,AAEL013519,,
gene1080,AAEL017381,,
gene10800,AAEL008878,,
gene10801,AAEL008888,,
gene10802,AAEL008884,,
gene10803,AAEL008886,,
gene10804,AAEL008883,,
gene10805,AAEL008881,,
gene10806,AAEL008885,,
gene10807,AAEL008879,,
gene10808,AAEL008891,,
gene10809,AAEL008889,,
gene1081,AAEL008103,,
gene10810,AAEL008882,,
gene10811,AAEL008887,,
gene10812,AAEL008880,,
gene10813,AAEL009797,,
gene10814,AAEL009791,,
gene10815,AAEL009806,,
gene10816,AAEL009805,,
gene10817,AAEL009804,,
gene10818,AAEL009786,,
gene10819,AAEL009792,,
gene1082,AAEL008114,,
gene10820,AAEL009790,,
gene10821,AAEL009783,,
gene10822,AAEL009803,,
gene10823,AAEL009789,,
gene10824,RU128,,
gene10825,AAEL009795,,
gene10826,AAEL009798,,
gene10827,AAEL009802,,
gene10828,AAEL009788,,
gene10829,AAEL009793,,
gene1083,AAEL017145,,
gene10830,AAEL009794,,
gene10831,AAEL009800,,
gene10832,AAEL009787,,
gene10833,AAEL009807,,
gene10834,AAEL009796,,
gene10835,AAEL009799,,
gene10836,AAEL009784,,
gene10837,AAEL009801,,
gene10838,AAEL009785,,
gene10839,AAEL015307,,
gene1084,AAEL008099,,
gene10840,RU129,,
gene10841,AAEL015492,,
gene10842,AAEL013269,,
gene10843,AAEL002916,,
gene10844,AAEL002885,,
gene10845,AAEL002904,,
gene10846,AAEL002886,,
gene10847,AAEL002888,,
gene10848,AAEL002883,,
gene10849,AAEL002911,,
gene1085,AAEL008101,,
gene10850,AAEL002914,,
gene10851,AAEL002891,,
gene10852,AAEL002906,,
gene10853,AAEL002905,,
gene10854,AAEL002898,,
gene10855,AAEL016999,,
gene10856,AAEL002912,,
gene10857,AAEL002901,,
gene10858,AAEL002887,,
gene10859,AAEL002890,,
gene1086,AAEL008102,,
gene10860,AAEL002902,,
gene10861,AAEL002893,,
gene10862,AAEL002899,,
gene10863,AAEL002920,,
gene10864,AAEL002918,,
gene10865,AAEL017429,,
gene10866,AAEL002892,,
gene10867,AAEL002900,,
gene10868,AAEL002909,,
gene10869,AAEL002910,,
gene1087,AAEL008117,,
gene10870,AAEL002915,,
gene10871,AAEL002894,,
gene10872,AAEL002917,,
gene10873,AAEL002907,,
gene10874,AAEL002919,,
gene10875,AAEL002889,,
gene10876,AAEL002897,,
gene10877,AAEL002908,,
gene10878,AAEL002895,,
gene10879,AAEL002913,,
gene1088,AAEL008100,,
gene10880,AAEL002896,,
gene10881,AAEL002884,,
gene10882,AAEL002903,,
gene10883,AAEL017139,,
gene10884,RU130,,
gene10885,AAEL011451,,
gene10886,AAEL017270,,
gene10887,AAEL011443,,
gene10888,AAEL011459,,
gene10889,AAEL011458,,
gene1089,AAEL008109,,
gene10890,AAEL011454,,
gene10891,AAEL011446,,
gene10892,AAEL011462,,
gene10893,AAEL011463,,
gene10894,AAEL011449,,
gene10895,AAEL017308,,
gene10896,AAEL011461,,
gene10897,AAEL011460,,
gene10898,AAEL011445,,
gene10899,AAEL011457,,
gene109,AAEL013517,,
gene1090,AAEL008105,,
gene10900,AAEL011447,,
gene10901,AAEL017309,,
gene10902,AAEL017337,,
gene10903,AAEL011444,,
gene10904,AAEL011450,,
gene10905,AAEL011455,,
gene10906,AAEL011453,,
gene10907,AAEL011456,,
gene10908,AAEL011452,,
gene10909,AAEL011448,,
gene1091,AAEL008107,,
gene10910,AAEL017998,,
gene10911,AAEL010253,,
gene10912,AAEL010258,,
gene10913,AAEL010248,,
gene10914,AAEL010256,,
gene10915,AAEL010244,,
gene10916,AAEL010250,,
gene10917,AAEL010249,,
gene10918,AAEL010251,,
gene10919,AAEL010252,,
gene1092,AAEL017380,,
gene10920,AAEL010257,,
gene10921,AAEL010259,,
gene10922,AAEL010245,,
gene10923,AAEL017054,,
gene10924,AAEL010255,,
gene10925,AAEL010254,,
gene10926,AAEL010246,,
gene10927,AAEL010247,,
gene10928,AAEL013838,,
gene10929,AAEL015297,,
gene1093,AAEL008112,,
gene10930,AAEL005977,,
gene10931,AAEL005972,,
gene10932,AAEL005983,,
gene10933,AAEL005981,,
gene10934,AAEL018356,,
gene10935,AAEL005976,,
gene10936,AAEL005980,,
gene10937,AAEL005985,,
gene10938,AAEL005978,,
gene10939,AAEL005988,,
gene1094,AAEL017144,,
gene10940,AAEL005974,,
gene10941,AAEL005986,,
gene10942,AAEL005979,,
gene10943,AAEL005975,,
gene10944,AAEL015384,,
gene10945,AAEL010802,,
gene10946,AAEL010801,,
gene10947,AAEL010797,,
gene10948,AAEL010798,,
gene10949,AAEL010803,,
gene1095,AAEL008113,,
gene10950,AAEL010799,,
gene10951,AAEL010805,,
gene10952,AAEL010807,,
gene10953,AAEL010804,,
gene10954,AAEL010795,,
gene10955,AAEL010800,,
gene10956,AAEL017038,,
gene10957,AAEL010806,,
gene10958,AAEL010796,,
gene10959,AAEL015290,,
gene1096,AAEL015054,,
gene10960,AAEL009477,,
gene10961,AAEL009492,,
gene10962,AAEL009478,,
gene10963,AAEL009485,,
gene10964,AAEL009482,,
gene10965,AAEL009486,,
gene10966,AAEL009480,,
gene10967,AAEL009488,,
gene10968,AAEL009489,,
gene10969,AAEL009475,,
gene1097,AAEL017220,,
gene10970,AAEL009487,,
gene10971,AAEL009493,,
gene10972,AAEL009483,,
gene10973,AAEL009474,,
gene10974,AAEL009481,,
gene10975,AAEL009476,,
gene10976,AAEL009491,,
gene10977,AAEL009479,,
gene10978,AAEL009484,,
gene10979,AAEL017115,,
gene1098,AAEL007132,,
gene10980,AAEL014524,,
gene10981,AAEL014523,,
gene10982,AAEL014522,,
gene10983,AAEL014525,,
gene10984,AAEL010998,,
gene10985,AAEL010997,,
gene10986,AAEL011003,,
gene10987,AAEL011000,,
gene10988,AAEL010995,,
gene10989,AAEL011005,,
gene1099,AAEL007125,,
gene10990,AAEL011002,,
gene10992,AAEL011006,,
gene10993,AAEL011004,,
gene10994,AAEL010999,,
gene10995,AAEL010996,,
gene10996,AAEL013221,,
gene10997,AAEL013223,,
gene10998,AAEL013226,,
gene10999,AAEL013220,,
gene11,AAEL009964,,
gene110,AAEL013515,,
gene1100,AAEL007131,,
gene11001,AAEL013224,,
gene11002,AAEL013222,,
gene11003,AAEL013218,,
gene11004,AAEL013225,,
gene11005,AAEL017268,,
gene11006,AAEL005547,,
gene11007,AAEL005534,,
gene11008,AAEL005535,,
gene11009,AAEL005544,,
gene1101,AAEL007138,,
gene11010,AAEL005550,,
gene11011,RU131,,
gene11012,AAEL005539,,
gene11013,AAEL005542,,
gene11014,RU132,AaegIrRU1,
gene11015,AAEL005551,,
gene11016,AAEL005541,,
gene11017,AAEL005537,,
gene11018,RU133,,
gene11019,AAEL005538,,
gene1102,AAEL007128,,
gene11020,AAEL005549,,
gene11021,AAEL005540,,
gene11022,AAEL017053,,
gene11023,AAEL005543,,
gene11024,AAEL005553,,
gene11025,AAEL005545,,
gene11026,AAEL005533,,
gene11027,AAEL005548,,
gene11028,AAEL005536,,
gene11029,AAEL005546,,
gene1103,AAEL007137,,
gene11030,AAEL005552,,
gene11031,AAEL007191,,
gene11032,AAEL007197,,
gene11033,AAEL007194,,
gene11034,AAEL007189,,
gene11035,AAEL007195,,
gene11036,AAEL007193,,
gene11037,AAEL017369,,
gene11038,AAEL007196,,
gene11039,AAEL007190,,
gene1104,AAEL007134,,
gene11040,AAEL007192,,
gene11041,AAEL008848,,
gene11042,AAEL008842,,
gene11043,AAEL018075,,
gene11044,AAEL008839,,
gene11045,AAEL008852,,
gene11046,AAEL008840,,
gene11047,AAEL008847,,
gene11048,AAEL008843,,
gene11049,AAEL008851,,
gene1105,AAEL007136,,
gene11050,AAEL008849,,
gene11051,AAEL016994,,
gene11052,AAEL018032,,
